,timestamp,visitorid,event,itemid,transactionid
238699,1434045106740,4241,view,340794,
1029956,1440431465294,1368536,view,191309,
929790,1439948206686,521915,view,213785,
1129059,1440975716593,798238,view,30423,
461522,1435084416991,369853,view,100645,
1947864,1432660241108,719310,view,276458,
2012725,1432938332937,771087,view,292743,
808134,1439391419187,277655,view,307691,
422726,1434915653165,595892,view,61298,
431676,1435006569655,776011,view,244079,
1161829,1441065797591,853326,view,446589,
2240018,1436476577722,677231,view,281211,
1191705,1441178013018,1095890,view,14579,
1988876,1432862419636,609448,view,268362,
2015771,1432951118602,659111,view,466108,
1139865,1440952969377,984866,view,333289,
801555,1439317603730,530559,view,33241,
1689999,1431659709640,854743,view,462188,
163788,1433786392041,1148716,view,322955,
247536,1434162578639,1320162,view,211883,
1565476,1431021000321,77390,view,220767,
762968,1439169993186,1192344,view,370223,
1985126,1432774771611,687464,view,345942,
2042009,1433087886662,1061045,view,112537,
1265194,1441631923559,6399,view,128296,
498811,1435281001492,672847,view,299677,
1079583,1440661378548,1288454,view,63102,
1508663,1430851228590,823089,view,436450,
664803,1438722222328,292090,view,433059,
765615,1439137767073,824964,view,199910,
289207,1434317778198,495016,view,36635,
1960696,1432704681715,720590,view,148642,
625600,1438494922627,328093,view,251381,
2654942,1438033267035,721440,view,137034,
2013188,1432912891569,621854,view,170262,
319170,1434474767784,755370,view,345867,
650340,1438632337976,1205979,view,141172,
1185098,1441243939970,148840,view,226647,
1136603,1440997905361,673541,view,461686,
2227332,1436505964508,1044219,view,463552,
44691,1433263365563,679905,view,232025,
251508,1434126458645,920874,view,431537,
823041,1439440154812,367654,view,205116,
691540,1438796447932,127748,view,67814,
516145,1435446405919,959026,view,465472,
730913,1438998826346,1064169,view,282759,
31999,1433264557777,638482,view,186801,
1324770,1441824431989,432211,view,108577,
544218,1435380053584,461250,view,157121,
2654473,1438058626556,310276,view,172303,
2724107,1438304236423,661199,view,142916,
2260462,1436658664153,677259,view,457447,
62736,1433388047861,1309527,addtocart,178873,
2408950,1436996268818,745018,view,442496,
2686658,1438130640339,894294,view,244316,
2623972,1437897500306,167937,view,131234,
983488,1440142181029,454550,view,39343,
1126237,1440885964659,960181,view,314980,
662608,1438628215181,954170,view,390984,
658571,1438640193254,992965,view,114873,
991094,1440301726120,198475,view,326470,
43178,1433299044197,138131,view,377960,
2507950,1437499268120,436478,view,110370,
2044216,1433108934530,653240,view,414654,
2141649,1436077636855,1071513,view,437457,
1485078,1430758589500,726435,view,42270,
2259612,1436660614972,401128,view,106143,
665615,1438689758047,1162979,view,331644,
1660131,1431538673014,669799,view,91708,
223622,1434240512495,78893,view,264732,
2399419,1436991617494,785427,view,383623,
2478928,1437382953347,470146,view,135900,
1355605,1441993550038,1315718,view,68580,
1148208,1441058641866,724348,view,320130,
2400998,1436985719376,1297479,view,447539,
2007291,1432918697924,1178769,view,212156,
1560922,1431054566444,889576,view,93941,
1514964,1430866445506,335286,view,12180,
1248127,1441482865426,423730,view,44411,
227527,1434081253662,44526,view,316779,
1049034,1440533761696,183660,view,347711,
2360792,1436919371745,502934,view,166306,
863013,1439690043117,178281,addtocart,7943,
2041527,1433047221305,35983,view,95088,
2229144,1436463856833,744717,transaction,148790,15608.0
1912306,1432616686917,450308,view,111530,
2609678,1437863830366,943103,view,119267,
1324852,1441831178058,1396155,view,76220,
1221917,1441390246938,1395032,view,308704,
2299560,1436733254717,833205,view,450135,
652473,1438651787606,152963,addtocart,119942,
1723946,1431727832341,130571,view,305077,
1608368,1431282539208,771505,view,124919,
121917,1433653266186,1192699,view,257040,
368053,1434665388274,536307,view,318707,
256426,1434152984379,739662,view,464100,
1864490,1432289317892,1214599,view,352848,
1534801,1430933351207,1365631,view,222807,
1882862,1432348069850,675233,view,458208,
1032537,1440436332121,557531,view,164828,
543738,1435353980870,1183587,view,382678,
1486105,1430773018408,242146,view,122003,
2656770,1438040076540,530559,view,207337,
1551486,1431022036421,21027,view,343412,
918687,1439938630173,588704,view,417432,
747702,1439098314701,987693,view,298264,
2652127,1438033892617,693591,view,459475,
1698993,1431653415575,1266560,view,109219,
997674,1440300952219,482962,view,320901,
177266,1433913287566,249611,view,90844,
1837044,1432185757709,332990,view,17993,
573222,1435608836095,383275,view,235843,
1762263,1431923919964,872031,view,36138,
530297,1435332453513,1246202,view,240909,
6565,1433219605928,1377929,view,200231,
2183783,1436279572114,1271063,view,138834,
1331668,1441909136902,198270,view,456056,
1552970,1431059910011,1177001,view,318584,
466914,1435099581996,1181482,view,93493,
2548116,1437700750796,492659,view,197896,
2160743,1436208954668,1236794,view,155451,
2106726,1435908096809,830261,view,89737,
1804572,1432096426237,890685,view,368060,
2096668,1435897676712,37893,view,9975,
381815,1434735263906,1150086,view,438412,
1726383,1431805491427,245671,view,387035,
2109549,1435959675789,547506,view,9131,
559081,1435518257430,955718,view,328254,
100564,1433534884977,488959,view,418794,
1462333,1442534729507,1156860,view,303960,
957118,1440111482419,606007,view,126103,
1400639,1442177522843,768197,view,441668,
901710,1439857965742,794912,view,417797,
1788915,1432004799201,623849,view,97879,
48654,1433311568377,834545,view,52571,
632009,1438550123082,1251647,view,174139,
2644063,1437927298536,1026467,transaction,214643,14007.0
296673,1434342527925,247972,view,213310,
381919,1434731906397,765273,view,172260,
2446176,1437281801080,1317115,view,91230,
2698484,1438183209257,32551,view,187139,
2386144,1437077733308,1371316,view,73311,
3895,1433185311543,1207808,view,151463,
113470,1433610480591,481234,view,89116,
2394428,1437014923947,643245,view,194940,
115075,1433617565121,696681,view,358565,
186999,1433864982936,1253584,view,180051,
2677500,1438101257912,168045,view,265920,
578931,1435638435919,700414,view,310318,
1120051,1440904546575,1194017,view,342330,
2035358,1433015322086,1000675,addtocart,214881,
472042,1435180654877,162754,view,263588,
913747,1439946381911,376030,view,316760,
2020728,1432949571097,919024,addtocart,362634,
2322670,1436813935375,309289,view,20391,
100785,1433535219996,209561,view,16033,
833848,1439500543139,488861,view,61487,
911897,1439838704596,279417,view,187959,
825274,1439417462860,909859,view,67393,
1331296,1441929906697,635627,view,124264,
296502,1434312978242,465158,view,429581,
422646,1434912926668,787469,view,367395,
1357765,1441988927632,1307062,view,180363,
858830,1439588648194,677294,view,127523,
1822014,1432132612706,228448,view,196860,
1684874,1431666215893,1195555,view,292143,
1812361,1432075379464,163561,view,440128,
296569,1434344441985,151736,view,59336,
1712592,1431717668606,913815,view,49544,
102042,1433548705820,1338556,view,135900,
1567569,1431041175998,1170710,view,298868,
1330091,1441919996458,247235,view,335091,
174854,1433888339108,605346,view,274226,
1499430,1430788135717,539499,view,435624,
1204907,1441301113805,1373740,view,231449,
1346137,1441936778941,1371181,view,51269,
2220505,1436379767976,130999,view,174566,
1851002,1432267521781,698293,view,456792,
984792,1440196349266,133408,view,188069,
2635127,1437969956284,712637,view,70605,
557752,1435536323556,504656,addtocart,232172,
681103,1438750394600,484306,view,259455,
219316,1434257631823,360921,addtocart,267451,
223267,1434213889647,1113478,view,444281,
454001,1435072264122,585179,view,268063,
208024,1433992971606,778227,view,101006,
1110328,1440826559366,488931,view,76060,
2027818,1433040426661,801438,view,184550,
139761,1433683862029,905701,view,235337,
1813827,1432016632237,1390083,view,337335,
2118533,1435950300984,164201,view,459920,
2620301,1437947489922,542640,view,427164,
1686212,1431636420866,320588,view,1807,
1205636,1441311204139,1324002,view,397692,
1152207,1441083659461,737714,view,394399,
2504282,1437516262452,253819,view,443996,
2165816,1436201106750,882531,view,446976,
1973777,1432741995748,474308,view,262186,
2530968,1437624225881,315353,view,408166,
1927957,1432523332750,816102,view,355099,
2224159,1436399997296,1043386,view,69994,
270589,1434381097783,286505,view,270529,
1678441,1431550437397,788725,view,334118,
2480837,1437420472247,1342297,addtocart,277183,
2675663,1438134048648,530406,view,110211,
626035,1438466721250,1071212,view,272607,
2269654,1436667917682,330694,view,43646,
1298211,1441694242964,1359152,view,296802,
1825064,1432163340458,1167564,view,75075,
118278,1433652456297,744126,addtocart,356748,
341338,1434580706047,537303,view,103625,
2653581,1438019007285,913970,view,452903,
945198,1440014561018,1126569,view,129332,
1397638,1442198911169,1001046,view,434385,
2328301,1436844497958,808662,view,22604,
236291,1434052249650,153582,view,205070,
2743807,1438390283788,1271070,view,357583,
1292713,1441743393576,810465,view,350240,
978884,1440158475834,667288,view,176363,
1206840,1441283851675,164274,view,144704,
1373494,1442102921543,759954,view,251079,
510536,1435290656468,463538,view,291557,
2504709,1437503608776,1305245,view,447645,
2736010,1438308182886,1034742,view,342696,
1343919,1441890366049,219939,view,163007,
1937652,1432464257959,1249707,view,195338,
1018617,1440480860096,591260,view,159430,
159968,1433801081550,187155,view,227121,
1404244,1442284370511,661189,view,66515,
940968,1440022505861,551288,view,12666,
2028591,1433049362732,557234,view,245349,
2574775,1437755102358,957691,view,306419,
2585605,1437867817650,1402240,view,82163,
1870127,1432304965185,929909,view,136744,
1676747,1431546688208,1162025,view,133103,
2290142,1436572948912,675489,view,26264,
1931544,1432532681970,530271,view,328927,
202543,1433964639936,1163816,view,433543,
620439,1438468212986,843087,view,364700,
56999,1433385056743,1152729,view,28464,
2040503,1433024561895,312630,view,268491,
333253,1434574676513,1046899,view,346840,
1598280,1431198126768,602526,view,278916,
1339557,1441904655799,1063154,view,353334,
1033091,1440480908129,351572,view,331030,
2468505,1437355339877,683198,view,291154,
847081,1439561657147,478278,addtocart,315543,
1228457,1441398555579,665868,view,329192,
1943951,1432678858311,864550,view,127857,
1624269,1431392834395,72138,view,350006,
766472,1439179246468,193357,view,435273,
1066907,1440594991052,511844,view,29556,
2048777,1433130015622,864772,view,118752,
52896,1433371908855,596899,view,259755,
467983,1435123137570,338682,view,250015,
952972,1440025790469,1250248,view,393028,
1568625,1431034272686,1166186,view,27053,
634323,1438568689431,481721,view,245526,
2184615,1436314353714,640061,view,135586,
2391486,1436979875145,527643,view,91541,
554884,1435528738421,923513,view,99647,
2427487,1437198811288,1132025,view,339464,
664010,1438617773514,381941,view,280122,
1387390,1442164873161,1236826,view,12859,
266067,1434427445263,409370,view,299299,
1478892,1430692476996,163561,addtocart,386635,
2180185,1436296409695,8028,view,380511,
1705813,1431749793512,833349,view,102802,
1528604,1430940014815,25808,view,203006,
1571408,1431041086836,954705,view,130965,
927730,1439881965883,864424,view,219488,
757093,1439101533256,1389508,view,120990,
210453,1433962286840,1207009,view,111330,
2705682,1438213825942,1235746,view,337600,
181589,1433874671365,1102913,view,2021,
1293503,1441747112777,1155121,view,164946,
1306915,1441856273774,1326621,view,156173,
2158325,1436227832299,376489,view,1614,
2590573,1437849465373,1005751,view,240257,
1145112,1440999642638,1124823,view,384302,
1282018,1441683372222,581370,view,381727,
1601399,1431282631676,99,view,158848,
2316322,1436737363842,959085,view,289844,
1970347,1432741741931,427804,view,167653,
1806853,1432078470321,1399191,view,397865,
1331295,1441929457813,169927,view,116190,
2203596,1436388953229,843777,view,188723,
190589,1433888026698,1394093,view,344131,
857127,1439571607650,191477,view,88262,
2063646,1435767181818,1031525,view,358234,
1685895,1431615695339,1138391,view,65286,
713844,1438876767107,1081399,view,378637,
729447,1438985604667,1244978,view,372337,
2144992,1436161144366,352429,view,12495,
1880641,1432328734197,269127,view,23912,
1762926,1431908275177,934688,view,452894,
285530,1434308572405,945135,view,36635,
1774599,1431998412334,127943,addtocart,188463,
507711,1435255764301,927598,view,254101,
1071610,1440647236424,204431,view,436734,
1308407,1441830511200,606976,addtocart,461686,
94788,1433545654699,1265975,view,35860,
1123836,1440882849463,939158,view,441642,
55421,1433396413750,1062859,view,60954,
1964620,1432748527315,620230,view,39652,
137981,1433714523982,213145,view,71733,
2691458,1438114589906,1104880,view,301811,
1554784,1431030726335,1303661,view,320786,
1782059,1431949291038,773936,view,234874,
2176619,1436219209520,43853,view,325310,
574184,1435606095486,1172121,view,153961,
1566761,1431006660251,737289,view,378397,
2721446,1438278664423,142710,view,76196,
1417694,1442245586025,1230124,view,447047,
740504,1438927977987,1030744,view,278893,
2737132,1438269980749,262357,view,241555,
2443338,1437272563543,682299,view,239738,
2637448,1437930933545,1328039,view,318392,
1166842,1441141034158,79627,view,291606,
931167,1439880944375,152960,view,148360,
1847241,1432195412486,1403933,view,128193,
1988900,1432858605428,141114,view,20740,
487416,1435144972196,1069502,view,138613,
2646178,1437968226551,891263,view,65085,
1000546,1440309435647,1067188,view,341482,
199614,1433982603921,843371,view,16,
2313064,1436733057117,553030,view,364612,
844556,1439497644087,920017,view,466350,
2289780,1436511849217,1293257,view,257863,
7469,1433204791471,1197868,view,296845,
914750,1439926188480,1298330,view,130626,
160220,1433821892090,1024111,view,95761,
2102953,1435959383076,918644,view,318392,
1089407,1440728090885,857451,view,297645,
2752434,1438396320317,437471,view,95953,
1636077,1431445592347,1172697,view,169504,
1416840,1442290535875,64248,addtocart,430619,
2148890,1436154805748,765967,view,131861,
1615784,1431371014042,462136,view,260650,
640250,1438575207460,899850,view,8599,
2673857,1438103862673,601054,view,404604,
2339187,1436841542479,1110926,view,128292,
714659,1438913582865,404939,view,396044,
2390807,1437089922436,1012077,view,108936,
151405,1433784867016,330204,view,139719,
2173200,1436209411889,43282,view,204782,
838098,1439491610746,310759,view,56323,
278276,1434394189410,640141,view,329210,
1736306,1431814366051,417312,view,35156,
667901,1438731632181,407881,view,215218,
2451326,1437362928203,800654,view,107155,
1554273,1431064475970,231897,view,88156,
1188771,1441194227318,1389341,view,209326,
2053188,1433122088370,1259672,view,33719,
133998,1433664138303,660873,view,376154,
102705,1433546470884,641329,view,257928,
1736078,1431815061951,1074641,view,281917,
794104,1439306846816,1254745,view,405493,
1958491,1432675104462,1299331,view,250080,
447588,1434990200921,714705,view,217407,
582507,1435599797547,684514,addtocart,184799,
296595,1434342472213,984679,view,308102,
2578750,1437750566890,519634,view,222957,
2344226,1436934677660,958484,view,371306,
2376612,1437076141448,736453,view,281352,
2682385,1438138115423,1287574,view,334481,
1220292,1441394598389,691988,view,255600,
1724613,1431717369289,1389043,view,82340,
666320,1438706905911,275071,view,437020,
122143,1433615677003,138131,view,183258,
1388714,1442177629137,992655,view,419558,
254260,1434160047359,1285287,view,441642,
2673410,1438107410191,1253779,view,2710,
2031447,1433022178923,1344759,view,129560,
824851,1439399579040,836636,view,89775,
839518,1439517534469,894355,view,328696,
1854123,1432192423054,1016898,view,453525,
1752073,1431914681424,36787,view,369062,
2369288,1436889679188,81393,view,361512,
1001219,1440302330211,598710,view,51650,
1178321,1441159351432,408487,view,371904,
1529335,1430937665558,1220582,view,11989,
2264026,1436646715085,556399,view,355994,
212943,1433942322740,631739,view,109433,
2037208,1433037162094,286616,view,170372,
791350,1439341269630,337820,view,44777,
539028,1435341275675,850594,view,228525,
2134129,1436072879289,513774,addtocart,280029,
2230006,1436459095815,1187705,view,291036,
1337903,1441921286853,879307,view,76060,
1559788,1431029597922,878654,view,88156,
546690,1435354981131,93294,view,115089,
1200936,1441290094431,888235,view,409334,
1281407,1441658441248,1014577,view,385355,
367914,1434664650725,207201,view,31385,
2384324,1437078542581,591869,view,127634,
19530,1433174115720,1031359,view,323716,
2688908,1438123273819,861299,view,221794,
293473,1434303102258,654122,view,42145,
2603911,1437885334382,1372331,view,425260,
437879,1434976965366,173190,view,264384,
1361903,1442012639728,835888,view,48694,
1087970,1440718813638,46486,view,276383,
1705045,1431707498847,1305530,view,59339,
380696,1434738014969,1177717,view,457704,
2724013,1438302545614,628045,view,398577,
1641349,1431455908062,1214438,addtocart,354881,
2623616,1437974993920,311809,view,38120,
667334,1438704572058,900282,view,390206,
13381,1433195100212,889962,view,379739,
1321433,1441819983190,616873,view,73001,
2072973,1435767757695,1031525,view,103641,
1165812,1441143498029,554784,view,196852,
1072900,1440648455673,1050647,view,204403,
1737349,1431827052253,298215,view,243059,
1295323,1441765484939,1323554,view,18230,
321807,1434515622461,1123794,view,67210,
2338750,1436833110604,227359,view,309819,
1351674,1442011467584,261744,view,355724,
1400429,1442200884484,672207,view,92251,
969999,1440095023208,563989,view,186095,
1887651,1432394133452,750601,view,456056,
2014556,1432945560718,1400756,view,261011,
959614,1440091301265,269065,view,1261,
1847725,1432270784860,1188763,view,282914,
2566341,1437734133839,1055866,view,79991,
138831,1433732522888,1310923,view,451557,
1029299,1440408504271,191860,view,429701,
898616,1439869783115,930307,view,272976,
2318767,1436827516598,446082,view,376229,
1629088,1431363007533,1391792,view,95436,
2405146,1436999391005,1078782,view,255725,
2069264,1435786862336,1178212,view,220752,
1749681,1431923805853,502436,view,75458,
2245477,1436460088174,1210933,view,146471,
2403792,1436989763429,1254220,view,36098,
1813058,1432068283815,1011353,view,208692,
1461697,1442533134267,708203,view,161249,
1741413,1431829444467,453878,view,293363,
410277,1434909613938,1248226,view,29684,
1821397,1432122724122,367304,view,324512,
328528,1434533195752,184227,addtocart,281212,
2327192,1436832272255,1222517,view,334991,
1508576,1430851547460,379932,view,130822,
1805874,1432060724512,777136,view,338190,
1330263,1441920681601,161021,view,68595,
1272564,1441686853261,482587,view,366201,
1697365,1431638999110,953670,view,64951,
368834,1434644936735,246292,view,59192,
868690,1439672880988,560455,view,293303,
521855,1435440252448,930000,view,129354,
1375363,1442104700039,1227192,view,23683,
2419641,1437116312975,501481,view,127712,
2024171,1432954334934,1250229,view,232062,
1708135,1431693940902,1407433,view,300094,
75379,1433457001262,895972,view,204064,
1830096,1432158670076,658858,view,309778,
577008,1435616378039,251126,view,184126,
1607059,1431269923550,1322301,view,447472,
2005832,1432845981709,712648,view,279906,
166378,1433765910877,1139459,view,237071,
787607,1439222665931,907474,view,298196,
574912,1435641963663,364636,view,153708,
1329263,1441916033278,376827,view,20187,
367956,1434663579885,1356940,view,231277,
1627848,1431384953981,862821,view,217059,
726712,1438966492070,436313,view,282385,
1625477,1431328646663,291729,view,240062,
671261,1438730636857,1048029,view,79918,
368926,1434643968675,1122038,view,347549,
689040,1438767233450,231755,view,173487,
1367373,1442005918196,814542,view,156593,
2703524,1438210757879,518659,view,319896,
345821,1434570066627,329096,view,358211,
259455,1434168675220,796018,view,451014,
1988163,1432845181585,1174659,view,332018,
1278322,1441675036963,250175,view,395843,
140531,1433693469236,284503,view,193554,
968611,1440110851330,944393,view,298032,
723151,1438858961899,628460,view,232136,
1701179,1431624792348,548415,view,89945,
1937363,1432477778445,3840,view,174529,
2203282,1436397558807,1152174,view,58161,
2201670,1436419533881,524146,view,383169,
2574921,1437751980707,386546,view,106575,
1796923,1432060960707,906745,view,174538,
2541299,1437671545007,477826,view,426550,
1063417,1440644050032,702421,view,153095,
2705983,1438215998722,896066,view,188830,
1689012,1431627667474,595751,view,438484,
2714509,1438210024304,1014656,view,317038,
1450189,1442461406141,711704,view,319402,
2200481,1436305807050,133128,view,187377,
1160857,1441066188908,1163391,view,44038,
1186582,1441233371944,292846,view,444044,
754182,1439096068847,307064,view,198227,
174142,1433857911086,1161405,view,233652,
2597528,1437850897173,1201569,view,244054,
2284779,1436584584427,1200802,view,279981,
328798,1434550972424,1048072,addtocart,47688,
1690539,1431646010871,712357,view,113615,
1807061,1432077834433,572550,view,225035,
1447663,1442435577065,263570,view,146954,
2075186,1435761556984,1272882,view,211080,
583963,1435637577183,95906,view,322577,
1513913,1430867798132,461094,addtocart,99042,
792684,1439305010988,983748,view,218746,
1288026,1441740825573,629504,view,315289,
671347,1438730925607,537966,view,173704,
2605624,1437876565022,743669,view,123127,
945213,1440012117635,432407,view,205864,
1087055,1440701446655,1343751,view,200434,
2225026,1436394999974,304074,view,1829,
1193461,1441224724438,266297,view,90343,
1895088,1432441149483,1061830,view,223377,
2639755,1437966485211,373816,view,88446,
2014389,1432932969094,779026,view,101128,
902588,1439842648004,803600,view,254092,
1064299,1440597893437,644839,view,343736,
2582531,1437767438444,674286,view,391972,
630801,1438551057014,360921,view,374841,
1160321,1441059794727,1210136,view,110922,
1617752,1431396965016,271251,view,170751,
1680633,1431668690817,770599,view,86844,
2464938,1437342373217,18134,view,129279,
848113,1439597430599,80806,view,403532,
2583779,1437765594800,692362,view,192160,
698275,1438795408460,1044986,view,441852,
49301,1433362551999,720119,view,277943,
1231858,1441418694110,1270036,view,274008,
2589129,1437858502302,432202,view,175332,
121426,1433611438792,280379,view,328856,
2103253,1435906436682,541345,view,162493,
349045,1434579885860,1074122,view,311910,
1706575,1431746047090,56344,view,176668,
2035323,1433001033092,771917,view,102757,
2189886,1436322842684,129066,view,260527,
863953,1439701033973,789837,view,35216,
113509,1433607850372,1114323,addtocart,329624,
775759,1439269578087,1210790,view,76295,
1170963,1441172830915,174588,view,10670,
1545355,1430929324231,468407,view,259871,
659556,1438659851729,496520,view,306464,
1780424,1431990850666,163561,view,195735,
2158973,1436203053933,1403335,view,216225,
1215108,1441329188561,997720,view,221073,
1265168,1441633494610,447277,view,170021,
2572102,1437776114427,437328,view,106547,
860101,1439593692818,658314,view,443479,
1724349,1431673073357,913418,view,301918,
1436965,1442342535380,336033,view,425432,
402911,1434826162570,340038,view,445776,
2355716,1436905950614,245048,view,34220,
296916,1434334934741,130334,view,273971,
2399901,1436982760077,963348,view,30155,
1582670,1431110653860,617639,view,280171,
835568,1439509540693,1393264,view,84339,
1698520,1431630671114,1139148,view,257575,
1337920,1441920229235,638482,view,258346,
1980411,1432760579043,727604,view,339185,
2135060,1436037751560,204879,view,454300,
2568795,1437751651643,999911,view,53898,
947354,1440040091261,773713,addtocart,385498,
1906848,1432597957908,527307,view,204705,
2021101,1432900374871,1294260,view,447995,
423165,1434876202999,686740,view,371585,
1327437,1441810957577,511397,view,463105,
216989,1434203232942,1152306,view,73604,
76373,1433428415662,110389,view,203002,
666087,1438715124691,808946,view,394995,
301751,1434510302731,1009984,view,290752,
2617775,1437944043785,984499,view,74964,
2139064,1436125415921,940192,view,43841,
1198730,1441236755783,381818,view,428921,
490375,1435192295431,1025130,view,311830,
1143060,1440967803044,68847,view,182157,
1568712,1431035395044,1329806,view,331187,
2394394,1437012918295,629537,view,417959,
290851,1434333434029,700752,view,86348,
1904065,1432576335685,1258058,view,452231,
421735,1434906616511,988519,view,217670,
1508620,1430849389703,511022,view,451600,
2634282,1437951442013,575851,view,212932,
401646,1434789644767,499007,view,34752,
475791,1435166801568,598715,view,124193,
384180,1434752375956,673375,view,99284,
1944836,1432692839903,405737,view,277132,
479528,1435200961636,1004543,view,129624,
1611737,1431270308236,38445,view,314789,
2277306,1436557500853,807895,view,344999,
1970176,1432758994626,689757,view,440747,
2138038,1436132028140,1207617,view,382935,
706554,1438841909159,951781,view,10598,
2125532,1436023965665,1407015,view,345086,
1709652,1431728415366,1185399,view,455570,
703056,1438754956653,43821,view,408393,
2496319,1437515662888,59501,view,312357,
1403249,1442196967979,1021395,view,215715,
579370,1435601001054,898800,view,157121,
1948313,1432694097964,1169892,view,70387,
2292985,1436560195309,733141,addtocart,432927,
845561,1439582553547,1321193,view,101054,
2463736,1437347619224,479264,view,286220,
2519911,1437573753098,137185,view,145812,
2449124,1437228860014,462487,view,265756,
571279,1435621027912,346132,addtocart,282528,
1558643,1431024720098,102064,view,296561,
162594,1433824513259,1040757,view,372087,
2308801,1436735765122,296382,view,306842,
2350811,1436886831820,1079433,view,126644,
2047627,1433129912448,497167,view,80502,
1094595,1440702259287,167971,view,67713,
703169,1438761278881,1248917,view,197775,
212475,1433981061019,722281,view,221243,
587360,1435557672615,495876,view,287167,
2208953,1436392983326,1102268,view,398907,
1230706,1441412329353,987389,view,48892,
1329466,1441918089343,128237,view,372969,
1924704,1432505783420,1157880,view,297175,
363896,1434689640015,879132,view,215503,
728855,1438963415234,1150086,view,417418,
2249311,1436462856182,1328727,view,137486,
1775448,1432004721610,483676,view,346429,
706987,1438921267039,248300,view,367172,
1282678,1441646139281,1379661,view,287607,
1567256,1431015599862,68876,view,88156,
307399,1434465766976,253202,view,431441,
411061,1434950549176,1291155,view,329595,
1750960,1431897114895,1019407,addtocart,39933,
2008809,1432924389351,1099993,view,71944,
685238,1438835878182,1176864,view,100814,
1008840,1440380968112,437006,view,43664,
650360,1438641827829,144378,addtocart,324963,
347669,1434554037651,1326989,view,281743,
1653616,1431452253955,294065,view,303318,
2074906,1435754866369,1264301,view,259158,
879564,1439718117251,316816,view,290101,
463797,1435107525920,81291,view,389172,
288005,1434303167125,575779,view,404867,
859922,1439594623552,309982,view,393680,
1821191,1432182983219,871653,view,370653,
2191879,1436278779783,251108,view,281212,
733921,1438997584808,213417,view,361587,
1536779,1430943460508,313821,view,116703,
509107,1435297632029,306537,view,30817,
917565,1439919280083,740009,view,248616,
2470483,1437454669983,1172571,view,6786,
265441,1434428517219,941936,view,364539,
1943144,1432684005126,1058607,view,404161,
310612,1434479043135,1211201,view,386608,
881352,1439751342404,873369,view,191472,
1992282,1432859917106,866993,view,23707,
923688,1439917793568,485689,view,397070,
2309462,1436754047268,778145,view,86755,
472011,1435181092213,530559,view,98341,
893403,1439858780238,650447,view,162865,
840474,1439487371707,316600,view,276794,
79237,1433479843286,461999,view,32581,
2131026,1435990554208,594525,view,372357,
467891,1435109812874,1292418,view,164563,
2278250,1436571131485,1398763,addtocart,442704,
2569275,1437756346610,200731,view,420072,
2299180,1436722687298,560029,view,429751,
2559274,1437669704394,714040,view,82896,
1919498,1432610997700,1064277,view,458420,
2512014,1437481584768,97411,view,233200,
87795,1433419868614,388434,view,351551,
876795,1439729784177,867761,view,126357,
2378297,1437066642526,859690,view,225921,
223823,1434206418139,234703,view,274139,
1400977,1442207916537,393549,view,34355,
1234861,1441506652256,337035,view,152524,
779905,1439230044781,391626,view,227511,
788692,1439357091091,374736,view,78296,
1096134,1440783074393,850667,view,347207,
1997530,1432854013023,922251,view,5470,
2262667,1436646833169,1252359,view,71957,
845662,1439581410601,400565,view,177728,
1237683,1441517640398,1176850,view,241245,
1493984,1430765607541,1012633,view,49725,
1179255,1441140715459,681262,view,42793,
1275659,1441664763805,696124,view,161066,
1315902,1441818303501,225017,view,170751,
1471579,1430713432761,1208323,view,399674,
1966368,1432781806847,1255872,view,164768,
1348868,1441923851362,652004,view,386422,
1696098,1431656603704,1270068,view,183756,
1888315,1432401718233,408544,view,368714,
1346778,1441948113174,72190,view,434247,
1140780,1440970678607,601987,view,434314,
2702257,1438197768587,803431,addtocart,223186,
382353,1434770128313,55267,view,187354,
388374,1434756742382,958522,view,248630,
1163735,1441076256458,764884,view,397803,
2005856,1432847389307,661349,view,444697,
2652054,1438035018365,707907,view,67209,
38013,1433280928785,825321,view,223377,
584802,1435611664439,731371,view,18921,
1345542,1441921647738,138967,view,113325,
2174080,1436237269854,598260,view,114213,
2545605,1437676497143,1082044,view,163780,
1766377,1431905832555,390767,view,44742,
666034,1438738646722,1318117,view,3902,
1890704,1432434240395,625987,view,240470,
1572785,1431122491914,398579,view,91755,
2371019,1437088186916,132066,view,38965,
1947554,1432677129190,1308760,view,57309,
1628273,1431372208358,247068,view,445749,
2608862,1437834334300,357694,view,451663,
93924,1433528724667,56360,view,438825,
338092,1434592940658,985325,view,128288,
414701,1434876155595,969956,view,93526,
2089115,1435848333127,1297479,view,301063,
1869750,1432320992684,856012,view,322620,
1815916,1432050884429,1347290,view,235771,
291577,1434281079255,1227497,view,463294,
517298,1435421837037,474831,addtocart,172181,
2310278,1436743572540,1296530,view,118394,
1198035,1441257487294,602767,view,425186,
2602431,1437880266417,1248856,view,78729,
1552822,1431039381381,233148,view,229485,
1468628,1430706364315,854273,view,60363,
2362121,1436933216357,691326,view,179877,
1640094,1431479384428,358187,view,410698,
1007075,1440389277349,427749,addtocart,252314,
1000999,1440282921478,1317200,view,65448,
1031918,1440449237216,1023255,view,319982,
912729,1439826840480,1059165,view,120728,
1067622,1440608848785,774607,view,129302,
2535603,1437611520050,1278655,view,99911,
2382691,1437071654366,1035750,view,438484,
1014817,1440379010984,739159,view,303778,
